runId,scenario,collector,host,heapFactor,heapLimitMb,mode,invocation,valid,status,invalidReason,operationsPerSecond,latencyP50Ms,latencyP99Ms,latencyP999Ms,latencyP9999Ms,latencyMaxMs,serviceTimeP99Ms,arrivalRatePerSecond,achievedRatePerSecond,overloaded,lateFraction,dispatchLagP99Ms,pauseAverageMs,pauseP99Ms,pauseMaxMs,gen0Collections,gen1Collections,gen2Collections,inducedCollections,workingSetMb,committedMb,warmupSeconds,steadyStateSeconds,seed,backgroundLoadPercent
p05.s3.testhost.throughput,allocation-churn,srv,testhost,2.0,70,throughput,0,true,ok,,268596.0733702268,,,,,,,,,false,,,1.8308792497069168,2.8715,7.8123,1707,1706,0,0,75.76953125,40.23828125,3,10,20221101,
p05.s3.testhost.throughput,allocation-churn,srv,testhost,2.0,70,throughput,1,true,ok,,272557.03139902686,,,,,,,,,false,,,1.7814769053117783,2.7558,5.82,1733,1732,0,0,75.76953125,40.5703125,3,10,20221102,
p05.s3.testhost.throughput,allocation-churn,srv,testhost,2.0,70,throughput,2,true,ok,,276431.86491936154,,,,,,,,,false,,,1.6621187111362352,2.9199,6.2614,1770,1769,0,0,74.07421875,39.375,3,10,20221103,
p05.s3.testhost.throughput,allocation-churn,srv,testhost,2.0,70,throughput,3,true,ok,,266093.10064285906,,,,,,,,,false,,,1.8015988235294116,3.1127,8.6313,1700,1699,0,0,78.41015625,42.31640625,3,10,20221104,
p05.s3.testhost.throughput,allocation-churn,srv,testhost,2.0,70,throughput,4,true,ok,,273654.90882294165,,,,,,,,,false,,,1.7075978135788261,3.0647,5.5929,1740,1739,0,0,76.37109375,41.06640625,3,10,20221105,
p05.s3.testhost.throughput,allocation-churn,wks,testhost,2.0,70,throughput,0,true,ok,,134133.3335782732,,,,,,,,,false,,,3.231617333822989,4.25,7.3336,2723,2722,1,0,47.65234375,16.703125,3,10,20221101,
p05.s3.testhost.throughput,allocation-churn,wks,testhost,2.0,70,throughput,1,true,ok,,138538.55288021604,,,,,,,,,false,,,3.1836932580303565,4.2914,7.0366,2833,2832,1,0,46.2109375,16.703125,3,10,20221102,
p05.s3.testhost.throughput,allocation-churn,wks,testhost,2.0,70,throughput,2,true,ok,,129995.23783537203,,,,,,,,,false,,,3.3229409141583055,4.3151,9.2785,2691,2690,1,0,47.80859375,16.703125,3,10,20221103,
p05.s3.testhost.throughput,allocation-churn,wks,testhost,2.0,70,throughput,3,true,ok,,140858.3592254046,,,,,,,,,false,,,3.1853541518807664,4.0345,6.7473,2820,2819,1,0,47.71484375,16.703125,3,10,20221104,
p05.s3.testhost.throughput,allocation-churn,wks,testhost,2.0,70,throughput,4,true,ok,,135302.84997375778,,,,,,,,,false,,,3.228896936936937,3.9499,6.5909,2775,2774,1,0,46.33984375,16.703125,3,10,20221105,
p05.s3.testhost.throughput,large-object-pressure,srv,testhost,2.0,134,throughput,0,true,ok,,8322.296569937836,,,,,,,,,false,,,2.5858544760288504,23.5188,24.7741,2111,1311,549,0,68.15234375,107.109375,3,10,20221101,
p05.s3.testhost.throughput,large-object-pressure,srv,testhost,2.0,134,throughput,1,true,ok,,8938.570184281829,,,,,,,,,false,,,2.513774020618557,23.0346,25.1841,2159,1351,569,0,68.8359375,124.82421875,3,10,20221102,
p05.s3.testhost.throughput,large-object-pressure,srv,testhost,2.0,134,throughput,2,true,ok,,8699.740671226815,,,,,,,,,false,,,2.5412230422304223,23.1446,27.9084,2164,1347,570,0,65.36328125,51.3359375,3,10,20221103,
p05.s3.testhost.throughput,large-object-pressure,srv,testhost,2.0,134,throughput,3,true,ok,,8580.704611358604,,,,,,,,,false,,,2.471353488372093,23.1472,24.9212,2111,1334,545,0,66.421875,72.20703125,3,10,20221104,
p05.s3.testhost.throughput,large-object-pressure,srv,testhost,2.0,134,throughput,4,true,ok,,8369.842655890727,,,,,,,,,false,,,2.4317798715203427,23.3606,27.9943,2077,1319,547,0,67.85546875,102.35546875,3,10,20221105,
p05.s3.testhost.throughput,large-object-pressure,wks,testhost,2.0,134,throughput,0,true,ok,,170220.50957263596,,,,,,,,,false,,,0.07064046353391452,0.1463,16.2291,32533,15909,14692,0,92.4765625,86.77734375,3,10,20221101,
p05.s3.testhost.throughput,large-object-pressure,wks,testhost,2.0,134,throughput,1,true,ok,,171148.95919163612,,,,,,,,,false,,,0.0685574373167004,0.1445,17.0107,33452,19453,15110,0,97.0703125,86.203125,3,10,20221102,
p05.s3.testhost.throughput,large-object-pressure,wks,testhost,2.0,134,throughput,2,true,ok,,177351.6879070656,,,,,,,,,false,,,0.06795886481537992,0.1398,16.1443,34008,19673,15337,0,94.8203125,89.484375,3,10,20221103,
p05.s3.testhost.throughput,large-object-pressure,wks,testhost,2.0,134,throughput,3,true,ok,,175711.9930708052,,,,,,,,,false,,,0.06678085616716807,0.1433,15.9031,33996,19388,15378,0,102.12109375,87.4375,3,10,20221104,
p05.s3.testhost.throughput,large-object-pressure,wks,testhost,2.0,134,throughput,4,true,ok,,181385.30108790615,,,,,,,,,false,,,0.06695881432786172,0.14,15.8182,34897,20372,15791,0,79.1484375,90.015625,3,10,20221105,
p05.s3.testhost.throughput,long-lived-cache,srv,testhost,2.0,278,throughput,0,true,ok,,2952569.7515344145,,,,,,,,,false,,,7.205584337349397,11.6575,20.1668,167,165,1,0,278.18359375,236.5546875,3,10,20221101,
p05.s3.testhost.throughput,long-lived-cache,srv,testhost,2.0,278,throughput,1,true,ok,,2928992.894697559,,,,,,,,,false,,,7.064319277108433,11.8545,18.2484,166,164,1,0,283.90625,241.72265625,3,10,20221102,
p05.s3.testhost.throughput,long-lived-cache,srv,testhost,2.0,278,throughput,2,true,ok,,2819631.022446719,,,,,,,,,false,,,7.1538312500000005,9.596,19.591,160,158,1,0,285.2890625,243.77734375,3,10,20221103,
p05.s3.testhost.throughput,long-lived-cache,srv,testhost,2.0,278,throughput,3,true,ok,,2584642.9280406004,,,,,,,,,false,,,7.6500805369127525,14.2806,20.2725,149,147,1,0,276.30078125,231.43359375,3,10,20221104,
p05.s3.testhost.throughput,long-lived-cache,srv,testhost,2.0,278,throughput,4,true,ok,,2814578.485811076,,,,,,,,,false,,,7.334157232704403,10.0889,18.9107,160,158,1,0,277.75,235.06640625,3,10,20221105,
p05.s3.testhost.throughput,long-lived-cache,wks,testhost,2.0,278,throughput,0,true,ok,,975976.6843117232,,,,,,,,,false,,,12.866968503937008,27.8463,33.155,381,381,85,0,170.25,104.84375,3,10,20221101,
p05.s3.testhost.throughput,long-lived-cache,wks,testhost,2.0,278,throughput,1,true,ok,,1081319.4107965985,,,,,,,,,false,,,10.771366666666667,26.1687,28.4892,420,420,93,0,181.29296875,136.578125,3,10,20221102,
