"caller","repository_root","runtime_root","benchmark_rows","controls","launch_count","warmup_count","iteration_count","result","log"
"C:\Users\KONRAD~1\AppData\Local\Temp\p21-subst-public-caller-8f3ed7499a5044efaca9f0c1ec6b6399","C:\Users\konradkokosa\.copilot\repos\copilot-worktrees\runtime-fork\kkokosa-ideal-sniffle","R:\artifacts\p21-core-root","45","3","1","8","20","PASS","public-full-evidence-wrapper.log"
