"caller","repository_root","benchmark_rows","controls","launch_count","warmup_count","iteration_count","result","log"
"C:\Users\konradkokosa\AppData\Local\Temp\p21-unrelated-caller-b07755e5b69240c1a68b44705fb362d1","C:\Users\konradkokosa\.copilot\repos\copilot-worktrees\runtime-fork\kkokosa-ideal-sniffle","45","3","1","8","20","PASS","cross-cwd-benchmark.log"
