"Session","Scenario","GC","Deployment","Variant","RequestedMode","ObservedMode","Invocation","Order","Seed","OperationsPerSecond","SteadyOperations","WallSeconds","ObjectScans","Ranges","Slots","NonNullSlots","ScanChecksum","ScanErrors","Gen0","Gen1","Gen2","ExpectedInduced","Induced","RequestedServerGC","ObservedServerGC","RequestedConcurrentGC","ObservedConcurrentGC","RequestedHeapCount","ObservedHeapCount","RequestedGCPath","ObservedGCPath","CollectorConfirmed","ReportValid","VerificationSuccess","CompletionMarker","CoreClrSha256","CoreClrFileVersion","HookSha256","HookLibrary","ProcessCount","Processor","LogicalCores","OS","WarmupSeconds","SteadyStateSeconds","RequestedDynamicAdaptationMode","ObservedDynamicAdaptationMode","ScanWindow"
"20260825T232104Z-ccde4827d8584965888a0807184926dd","long-lived-cache","wks","standalone","callback","1","1","4","2","20261839","2599096.679742828","7798784","4.3397002","6848836","6848852","20546593","20545768","631831955549628","0","209","104","0","0","0","false","false","true","true","1","1","artifacts\bin\coreclr\windows.x64.Release\clrgc.dll","artifacts\bin\coreclr\windows.x64.Release\clrgc.dll","True","True","True","long-lived-cache:hits=71991296","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","42,42,42,42424 @Commit: cd45d1cb3f2a6bf3a183840eb59b58e0bc97e068","c054b44a49790b20abf54f6456455ca20f5e2d9fa55c925b3c183a8437370b91","artifacts\bin\coreclr\windows.x64.Release\clrgc.dll","285","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","16","Microsoft Windows 10.0.26200","0.5","3","","1","post-reset-through-telemetry-end"
"20260825T232104Z-ccde4827d8584965888a0807184926dd","long-lived-cache","srv","linked","callback","1","1","0","0","20261925","3588919.645728138","10768384","4.4009133","463897","464717","1397013","1393020","1136207328022437","0","12","5","1","0","0","true","true","true","true","8","8","","","True","True","True","long-lived-cache:hits=97419264","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","42,42,42,42424 @Commit: cd45d1cb3f2a6bf3a183840eb59b58e0bc97e068","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","artifacts\tests\coreclr\windows.x64.Release\Tests\Core_Root\coreclr.dll","284","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","16","Microsoft Windows 10.0.26200","0.5","3","0","0","post-reset-through-telemetry-end"
"20260825T232104Z-ccde4827d8584965888a0807184926dd","long-lived-cache","srv","linked","visitor","2","2","0","1","20261925","3595273.2940339805","10788864","4.4341621","460984","461814","1388331","1384246","1733847003259831","0","12","5","1","0","0","true","true","true","true","8","8","","","True","True","True","long-lived-cache:hits=97746944","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","42,42,42,42424 @Commit: cd45d1cb3f2a6bf3a183840eb59b58e0bc97e068","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","artifacts\tests\coreclr\windows.x64.Release\Tests\Core_Root\coreclr.dll","284","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","16","Microsoft Windows 10.0.26200","0.5","3","0","0","post-reset-through-telemetry-end"
"20260825T232104Z-ccde4827d8584965888a0807184926dd","long-lived-cache","srv","linked","cursor","3","3","0","2","20261925","3628002.6698915083","10887168","4.8093104","489267","490088","1473145","1469140","1697481175779406","0","12","6","1","0","0","true","true","true","true","8","8","","","True","True","True","long-lived-cache:hits=98304000","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","42,42,42,42424 @Commit: cd45d1cb3f2a6bf3a183840eb59b58e0bc97e068","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","artifacts\tests\coreclr\windows.x64.Release\Tests\Core_Root\coreclr.dll","284","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","16","Microsoft Windows 10.0.26200","0.5","3","0","0","post-reset-through-telemetry-end"
"20260825T232104Z-ccde4827d8584965888a0807184926dd","long-lived-cache","srv","linked","visitor","2","2","1","0","20261926","3630213.695072592","10895360","6.0152008","460797","461618","1387735","1383713","2495054735706962","0","12","5","1","0","0","true","true","true","true","8","8","","","True","True","True","long-lived-cache:hits=98631680","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","42,42,42,42424 @Commit: cd45d1cb3f2a6bf3a183840eb59b58e0bc97e068","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","artifacts\tests\coreclr\windows.x64.Release\Tests\Core_Root\coreclr.dll","282","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","16","Microsoft Windows 10.0.26200","0.5","3","0","0","post-reset-through-telemetry-end"
"20260825T232104Z-ccde4827d8584965888a0807184926dd","long-lived-cache","srv","linked","cursor","3","3","1","1","20261926","3591243.9116073353","10776576","4.4194567","430054","430870","1295566","1291485","1904777512890301","0","12","6","1","0","0","true","true","true","true","8","8","","","True","True","True","long-lived-cache:hits=97517568","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","42,42,42,42424 @Commit: cd45d1cb3f2a6bf3a183840eb59b58e0bc97e068","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","artifacts\tests\coreclr\windows.x64.Release\Tests\Core_Root\coreclr.dll","282","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","16","Microsoft Windows 10.0.26200","0.5","3","0","0","post-reset-through-telemetry-end"
"20260825T232104Z-ccde4827d8584965888a0807184926dd","long-lived-cache","srv","linked","callback","1","1","1","2","20261926","3583155.808491519","10752000","4.4025298","464028","464850","1397490","1393401","1341391924827557","0","12","5","1","0","0","true","true","true","true","8","8","","","True","True","True","long-lived-cache:hits=97484800","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","42,42,42,42424 @Commit: cd45d1cb3f2a6bf3a183840eb59b58e0bc97e068","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","artifacts\tests\coreclr\windows.x64.Release\Tests\Core_Root\coreclr.dll","282","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","16","Microsoft Windows 10.0.26200","0.5","3","0","0","post-reset-through-telemetry-end"
"20260825T232104Z-ccde4827d8584965888a0807184926dd","long-lived-cache","srv","linked","cursor","3","3","2","0","20261927","3626403.8976836386","10883072","4.4102751","460804","461624","1387748","1383709","1362994277463759","0","12","4","1","0","0","true","true","true","true","8","8","","","True","True","True","long-lived-cache:hits=98435072","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","42,42,42,42424 @Commit: cd45d1cb3f2a6bf3a183840eb59b58e0bc97e068","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","artifacts\tests\coreclr\windows.x64.Release\Tests\Core_Root\coreclr.dll","282","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","16","Microsoft Windows 10.0.26200","0.5","3","0","0","post-reset-through-telemetry-end"
"20260825T232104Z-ccde4827d8584965888a0807184926dd","long-lived-cache","srv","linked","callback","1","1","2","1","20261927","3603379.888120157","10813440","4.4001078","460803","461623","1387732","1383717","1480251829355235","0","12","5","1","0","0","true","true","true","true","8","8","","","True","True","True","long-lived-cache:hits=97681408","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","42,42,42,42424 @Commit: cd45d1cb3f2a6bf3a183840eb59b58e0bc97e068","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","artifacts\tests\coreclr\windows.x64.Release\Tests\Core_Root\coreclr.dll","282","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","16","Microsoft Windows 10.0.26200","0.5","3","0","0","post-reset-through-telemetry-end"
"20260825T232104Z-ccde4827d8584965888a0807184926dd","long-lived-cache","srv","linked","visitor","2","2","2","2","20261927","3617777.946946345","10854400","4.4291803","429398","430224","1293548","1289519","1399672429746599","0","12","5","1","0","0","true","true","true","true","8","8","","","True","True","True","long-lived-cache:hits=98336768","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","42,42,42,42424 @Commit: cd45d1cb3f2a6bf3a183840eb59b58e0bc97e068","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","artifacts\tests\coreclr\windows.x64.Release\Tests\Core_Root\coreclr.dll","282","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","16","Microsoft Windows 10.0.26200","0.5","3","0","0","post-reset-through-telemetry-end"
"20260825T232104Z-ccde4827d8584965888a0807184926dd","long-lived-cache","srv","linked","callback","1","1","3","0","20261928","3623731.796503105","10874880","4.4126937","434791","435613","1309780","1305677","710715688504383","0","12","5","1","0","0","true","true","true","true","8","8","","","True","True","True","long-lived-cache:hits=98533376","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","42,42,42,42424 @Commit: cd45d1cb3f2a6bf3a183840eb59b58e0bc97e068","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","artifacts\tests\coreclr\windows.x64.Release\Tests\Core_Root\coreclr.dll","281","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","16","Microsoft Windows 10.0.26200","0.5","3","0","0","post-reset-through-telemetry-end"
"20260825T232104Z-ccde4827d8584965888a0807184926dd","long-lived-cache","srv","linked","visitor","2","2","3","1","20261928","3584770.739360031","10756096","4.4153543","465164","465986","1400821","1396793","1720204371766425","0","12","6","1","0","0","true","true","true","true","8","8","","","True","True","True","long-lived-cache:hits=97517568","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","42,42,42,42424 @Commit: cd45d1cb3f2a6bf3a183840eb59b58e0bc97e068","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","artifacts\tests\coreclr\windows.x64.Release\Tests\Core_Root\coreclr.dll","280","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","16","Microsoft Windows 10.0.26200","0.5","3","0","0","post-reset-through-telemetry-end"
"20260825T232104Z-ccde4827d8584965888a0807184926dd","long-lived-cache","srv","linked","cursor","3","3","3","2","20261928","3624156.4037200822","10874880","4.406845","460795","461616","1387707","1383703","1847041679512300","0","12","4","1","0","0","true","true","true","true","8","8","","","True","True","True","long-lived-cache:hits=98435072","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","42,42,42,42424 @Commit: cd45d1cb3f2a6bf3a183840eb59b58e0bc97e068","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","artifacts\tests\coreclr\windows.x64.Release\Tests\Core_Root\coreclr.dll","279","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","16","Microsoft Windows 10.0.26200","0.5","3","0","0","post-reset-through-telemetry-end"
"20260825T232104Z-ccde4827d8584965888a0807184926dd","long-lived-cache","srv","linked","visitor","2","2","4","0","20261929","3622854.6382258986","10870784","4.4301194","450158","450977","1355841","1351772","1246189851964654","0","12","5","1","0","0","true","true","true","true","8","8","","","True","True","True","long-lived-cache:hits=98402304","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","42,42,42,42424 @Commit: cd45d1cb3f2a6bf3a183840eb59b58e0bc97e068","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","artifacts\tests\coreclr\windows.x64.Release\Tests\Core_Root\coreclr.dll","279","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","16","Microsoft Windows 10.0.26200","0.5","3","0","0","post-reset-through-telemetry-end"
"20260825T232104Z-ccde4827d8584965888a0807184926dd","long-lived-cache","srv","linked","cursor","3","3","4","1","20261929","3626007.8159155864","10878976","4.4100909","462228","463049","1392020","1388037","715899835938461","0","12","5","1","0","0","true","true","true","true","8","8","","","True","True","True","long-lived-cache:hits=98369536","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","42,42,42,42424 @Commit: cd45d1cb3f2a6bf3a183840eb59b58e0bc97e068","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","artifacts\tests\coreclr\windows.x64.Release\Tests\Core_Root\coreclr.dll","282","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","16","Microsoft Windows 10.0.26200","0.5","3","0","0","post-reset-through-telemetry-end"
"20260825T232104Z-ccde4827d8584965888a0807184926dd","long-lived-cache","srv","linked","callback","1","1","4","2","20261929","3611147.012616572","10838016","4.4143145","430639","431489","1297335","1293226","1019888905747952","0","12","5","1","0","0","true","true","true","true","8","8","","","True","True","True","long-lived-cache:hits=97845248","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","42,42,42,42424 @Commit: cd45d1cb3f2a6bf3a183840eb59b58e0bc97e068","9a3efb985ff03c86d05a6554ffd5cba41fadeae9dadf9b1561e5f90e7c337918","artifacts\tests\coreclr\windows.x64.Release\Tests\Core_Root\coreclr.dll","282","Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz","16","Microsoft Windows 10.0.26200","0.5","3","0","0","post-reset-through-telemetry-end"
